id,Wellbeing score,BuildingHeights,Integration,Flow,PTAL,Casualty,Fuel,Supermarket,Choice
3268,0.076420312,0.1245595,0,151,0.04584,0.071,0.76798,0,0
3269,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3270,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3271,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3272,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3273,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3274,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3275,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3276,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3277,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3278,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3279,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3280,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3281,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3282,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3283,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3284,0.066716943,0.03662732,0,36,0.00246,0.031,0.132,0,0
3285,0.083660131,0.031118879,0.009370454,240,0.05806,0.194,0.95892,0,61910
3286,0.085218703,0,0,334,0.08255,0.263,1.34595,0,0
3287,0.085218703,0.030796908,0,334,0.08255,0.263,1.34595,0,0
3288,0.085218703,0.032161772,0,334,0.08255,0.263,1.34595,0,0
3289,0.085218703,0.031202867,0,334,0.08255,0.263,1.34595,0,0
3290,0.085218703,0,0,334,0.08255,0.263,1.34595,0,0
3291,0.085218703,0,0,334,0.08255,0.263,1.34595,0,0
3292,0.084866767,0,0,321,0.07906,0.254,1.29672,0,0
3293,0.078833585,0.026443343,0.004122245,246,0.05822,0.196,1.00434,0,0
3294,0.081850176,0,0,296,0.07213,0.235,1.19976,0,0
3295,0.085218703,0,0,315,0.07913,0.254,1.30208,0,0
3296,0.085218703,0,0,16,0.02428,0.118,0.60017,0,0
3297,0.085218703,0,0.004489173,2,0.02183,0.111,0.56893,0,523
3298,0.085218703,0,0.007188261,7,0.02165,0.107,0.56105,0,523
3299,0.085218703,0,0.007188261,14,0.02144,0.102,0.5521,0,523
3300,0.085218703,0.031811806,0.010740451,2,0.02183,0.111,0.56893,0,523
3301,0.221367521,0.036921289,0,925,0.87201,0.648,5.24486,0,0
3302,0.221367521,0.039056077,0.010770471,926,0.87345,0.653,5.2522,0,28333
3303,0.221367521,0.04679031,0.010021459,915,0.8617,0.648,5.18607,0,0
3304,0.221367521,0.038601132,0.017781768,545,0.43848,0.444,2.80495,0,0
3305,0.221367521,0.037936177,0.006903373,542,0.43485,0.442,2.78453,0,0
3306,0.221367521,0.035976382,0.039730037,542,0.43485,0.442,2.78453,0,277039
3307,0.221367521,0.04546044,0.04338376,572,0.42683,0.424,2.82495,0,322922
3308,0.221367521,0.08675629,0.039595125,695,0.39484,0.35,2.98883,0,6291
3309,0.221367521,0.041505834,0.037046603,696,0.39468,0.35,2.98899,0,19078
3310,0.221367521,0.067158264,0.06088384,696,0.39468,0.35,2.98899,0,636307
3311,0.221367521,0.051024882,0.072599438,696,0.39468,0.35,2.98899,0,607702
3312,0.228808446,0.051024882,0.056936209,712,0.39469,0.365,3.14776,0,62501
3313,0.290196078,0.043605617,0.066827755,739,0.40536,0.338,4.66846,0,98998
3314,0.333735546,0.05301968,0.054945245,862,0.40281,0.464,5.52239,0,61123
3315,0.334087481,0.060473935,0.10791618,992,0.41542,0.583,5.44166,0,120791
3316,0.334087481,0.060473935,0.126080411,861,0.40368,0.462,5.53301,0,158753
3317,0.334087481,0.040175977,0.068353075,699,0.41752,0.236,5.88639,0,163854
3318,0.334087481,0.067543214,0.073198756,706,0.45136,0.22,5.79066,0,177770
3319,0.334087481,0.067543214,0.099244879,842,0.94655,0.351,4.94959,0,149371
3320,0.334087481,0.043675612,0.09951007,848,0.96546,0.357,4.91943,0,30061
3321,0.334087481,0.046615317,0.085601356,841,0.99789,0.393,4.93544,0,231747
3322,0.334087481,0.048715101,0.039572631,784,1.28389,0.718,5.07773,0,285420
3323,0.334087481,0.052599713,0.110520062,775,1.32887,0.769,5.09957,0,379366
3324,0.334087481,0.075207453,0.077522108,754,1.43452,0.889,5.15184,0,366678
3325,0.334087481,0.075207453,0.167032277,656,1.4195,0.618,4.07634,0,887914
3326,0.334087481,0.046055374,0.13107641,622,1.41982,0.52,3.69952,0,279763
3327,0.229210659,0.043780597,0.091750854,397,0.85531,0.368,2.39727,0,64334
3328,0.090598291,0.031531841,0,104,0.12791,0.179,0.73961,0,0
3329,0.090598291,0.050254955,0,104,0.12791,0.179,0.73961,0,0
3330,0.090598291,0.050254955,0.081790818,104,0.12791,0.179,0.73961,0,26058
3331,0.090598291,0.04189079,0.096037364,104,0.12791,0.179,0.73961,0,530292
3332,0.099396682,0.04189079,0.055980325,101,0.10094,0.123,0.66784,0,530685
3333,0.115133233,0.028172168,0,97,0.06133,0.04,0.56336,0,0
3334,0.115585721,0.043535636,0,97,0.06076,0.04,0.56166,0,0
3335,0.115585721,0.056764303,0.032416353,97,0.06076,0.04,0.56166,0,29422
3336,0.115585721,0.056764303,0,97,0.06076,0.04,0.56166,0,0
3337,0.115585721,0.036641318,0.009513717,97,0.06076,0.04,0.56166,0,0
3338,0.115585721,0.036886299,0.008210744,97,0.06076,0.04,0.56166,0,5714
3339,0.115585721,0.036886299,0.011586883,140,0.06301,0.054,0.59523,0,20098
3340,0.115585721,0.015818413,0.060863939,526,0.0831,0.182,0.8954,0,102631
3341,0.115585721,0,0,552,0.08441,0.19,0.91493,0,0
3342,0.115585721,0.020717919,0.018864324,552,0.08441,0.19,0.91493,0,77343
3343,0.115585721,0.038741108,0.0678777,427,1.38482,0.087,4.7779,0,158083
3344,0.115585721,0.040175967,0.054212388,408,1.58184,0.071,5.36323,0,2079
3345,0.114680744,0.041306353,0.130993866,418,1.56391,0.078,5.28597,0,798411
3346,0.109854198,0.041943286,0.042766426,469,1.47044,0.114,4.88299,0,277591
3347,0.103770739,0.041995782,0.198984205,594,1.34699,0.194,4.27123,0,923180
3348,0.096732026,0.059067069,0.268323101,763,1.19325,0.301,3.49282,0,1555970
3349,0.091503268,0.059067069,0.441849121,1364,0.98271,0.482,3.17605,0,4170266
3350,0.090598291,0.037995685,0.317611853,2960,0.60314,0.992,2.70088,0,1528469
3351,0.090598291,0.078556612,0.061988159,2960,0.60314,0.992,2.70088,0,2595
3352,0.090598291,0.066731301,0.019377663,2960,0.60314,0.992,2.70088,0,4961
3353,0.090598291,0.034174069,0.02115327,2960,0.60314,0.992,2.70088,0,2242
3354,0.090598291,0.095634901,0.040337249,2960,0.60314,0.992,2.70088,0,11838
3355,0.090598291,0.095634901,0.038222803,1979,0.56408,0.692,3.01492,0,5558
3356,0.090598291,0.083571604,0.017238157,546,0.57185,0.365,4.06844,0,0
3357,0.090598291,0.083571604,0.206537125,616,0.64758,0.512,4.7139,0,1949014
3358,0.090598291,0.078224148,0.07823164,673,0.70883,0.63,5.23612,0,55236
3359,0.090598291,0.090490406,0.242455572,933,0.98857,1.173,7.62103,0,121427
3360,0.424032177,0.048179658,0.138968313,544,0.64264,0.524,5.35342,0,81167
3361,0.520713927,0.07978149,0.18386902,430,0.53689,0.45,5.04949,0,273432
3362,0.520713927,0.039003581,0.123463178,450,0.54745,0.709,5.85358,0,198349
3363,0.519959779,0.033691119,0.072868959,452,0.5485,0.742,5.95383,0,131043
3364,0.401960784,0.03645234,0.088217127,523,0.49713,0.381,4.59427,0,864639
3365,0.326043238,0.030709418,0.031627138,569,0.46458,0.15,3.72491,0,408776
3366,0.277828054,0.038296656,0.097080424,580,0.5348,0.185,3.78926,0,528160
3367,0.20462544,0.038797105,0.066567224,605,0.70632,0.273,3.94663,0,131398
3368,0.171493213,0.047535726,0.154208869,631,0.84549,0.316,4.0737,0,1110214
3369,0.171493213,0.045187461,0.096837846,668,0.96894,0.278,4.18453,0,332201
3370,0.171493213,0.049845494,0.084594116,660,0.94058,0.287,4.15933,0,7557
3371,0.171493213,0.048610116,0.025118747,677,0.98221,0.266,4.15565,0,0
3372,0.171493213,0.056165858,0.116253449,701,0.89375,0.262,3.84428,0,1349404
3373,0.171493213,0.056165858,0.203534065,918,0.98756,0.213,3.46786,0,2692714
3374,0.171493213,0.042618721,0.025156434,801,0.799,0.216,3.19011,0,5128
3375,0.171493213,0.039455038,0.044016422,964,1.05778,0.213,3.57487,0,117048
3376,0.171493213,0.049152564,0.155414883,1128,1.27316,0.221,3.95735,0,454368
3377,0.171493213,0.042583721,0.108804179,902,0.33553,0.38,3.33372,0,312043
3378,0.171493213,0.07476999,0.159229345,858,0.31913,0.366,3.2381,0,508888
3379,0.171493213,0.07476999,0.048685422,836,0.34257,0.351,3.19349,0,18553
3380,0.171493213,0.082451724,0.01703327,758,0.20906,0.254,2.89945,0,11490
3381,0.171493213,0.069076059,0.053329659,607,0.11762,0.099,2.43842,0,20106
3382,0.171493213,0.043301152,0.04015005,607,0.11762,0.099,2.43842,0,25052
3383,0.171493213,0.043301152,0.032632447,607,0.11762,0.099,2.43842,0,3370
3384,0.171141277,0.045232954,0.007608921,606,0.11761,0.099,2.43225,0,73
3385,0.168275515,0.049744003,0.008446937,583,0.11783,0.095,2.33763,0,0
3386,0.167873303,0.049380039,0,581,0.11788,0.095,2.33199,0,0
3387,0.171141277,0.037628224,0,457,0.05935,0.051,1.35079,0,0
3388,0.171493213,0,0.028397583,359,0.02124,0.019,0.64531,0,1932
3389,0.16907994,0,0.018915251,355,0.02649,0.02,0.6655,0,17464
3390,0.163851181,0,0,343,0.03829,0.023,0.71075,0,0
3391,0.151784816,0,0,481,0.16387,0.045,1.1162,0,0
3392,0.138914027,0,0,574,0.26596,0.062,1.45183,0,0
3393,0.129311212,0.053653113,0.015015491,640,0.34076,0.075,1.69816,0,67559
3394,0.155505279,0.053653113,0.095686641,792,0.4735,0.143,2.24598,0,394353
3395,0.19753645,0.055766901,0.081349774,996,0.64286,0.238,2.96823,0,176344
3396,0.19753645,0.035881897,0.031161645,996,0.64286,0.238,2.96823,0,8218
3397,0.19753645,0.061103867,0.048123426,895,0.61568,0.242,2.99698,0,6001
3398,0.19753645,0.061103867,0.03667068,520,0.51492,0.255,3.10406,0,7133
3399,0.19753645,0.039294056,0.059292398,235,0.43646,0.264,3.16435,0,47019
3400,0.19753645,0.032501238,0,240,0.42453,0.251,3.01109,0,0
3401,0.19753645,0.034303555,0.110109581,234,0.43818,0.265,3.18602,0,12849
3402,0.19753645,0.040851398,0.095917629,234,0.43763,0.264,3.18002,0,13082
3403,0.19205631,0.052774699,0.108577791,227,0.42085,0.262,3.06095,0,862001
3404,0.09089995,0.146404295,0.070069382,99,0.09899,0.222,0.73835,0,39923
3405,0.09089995,0.137655174,0.043424903,107,0.06936,0.205,0.93106,0,51434
3406,0.09089995,0.053324143,0.058811961,119,0.02345,0.18,1.22842,0,61681
3407,0.09089995,0.053324143,0.046642188,118,0.03293,0.185,1.16769,0,9771
3408,0.09089995,0.030324451,0.019194854,119,0.02419,0.18,1.22409,0,78595
3409,0.09089995,0.010901404,0.019194854,114,0.04407,0.191,1.0948,0,78595
3410,0.09089995,0.012973193,0.019194854,107,0.0721,0.207,0.91285,0,78595
3411,0.09089995,0,0.019194854,100,0.09612,0.22,0.757,0,78595
3412,0.09089995,0,0,99,0.09899,0.222,0.73835,0,0
3413,0.09089995,0,0,99,0.09899,0.222,0.73835,0,0
3414,0.09089995,0,0,99,0.09899,0.222,0.73835,0,0
3415,0.09089995,0.052106273,0.039930486,148,0.07603,0.19,1.07818,0,62555
3416,0.09089995,0.052106273,0.046493473,326,0.11301,0.123,1.6707,0,3055
3417,0.09089995,0.125486905,0.103032652,132,0.02826,0.176,1.25504,0,198272
3418,0.090397185,0.124926948,0,428,0.15784,0.089,1.86322,0,0
3419,0.070437406,0.021190373,0,145,0.04684,0.032,0.54379,0,0
3420,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3421,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3422,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3423,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3424,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3425,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3426,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3427,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3428,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3429,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3430,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3431,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3432,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3433,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3434,0.080643539,0.047553222,0.027536439,68,0.01295,0.069,0.23685,0,124782
3435,0.09089995,0.047553222,0.009370454,94,0.02206,0.102,0.32911,0,61910
3436,0.090598291,0.027500237,0,114,0.02703,0.114,0.41258,0,0
3437,0.088084465,0,0,232,0.05677,0.194,0.91243,0,0
3438,0.085218703,0,0,334,0.08255,0.263,1.34595,0,0
3439,0.085218703,0,0,334,0.08255,0.263,1.34595,0,0
3440,0.085218703,0,0,334,0.08255,0.263,1.34595,0,0
3441,0.083710407,0,0,291,0.07077,0.231,1.18062,0,0
3442,0.064102564,0,0,73,0.01042,0.065,0.33407,0,0
3443,0.060734037,0,0,48,0.00326,0.045,0.23395,0,0
3444,0.060734037,0,0,49,0.00358,0.046,0.23844,0,0
3445,0.06676722,0,0,86,0.01703,0.085,0.43493,0,0
3446,0.076219206,0,0,18,0.01507,0.087,0.44661,0,0
3447,0.084866767,0,0,2,0.0217,0.11,0.5666,0,0
3448,0.085218703,0,0,3,0.02148,0.11,0.56244,0,0
3449,0.080291604,0,0,14,0.01736,0.095,0.48827,0,0
3450,0.079587733,0,0.00355219,12,0.01787,0.097,0.49761,0,0
3451,0.221367521,0.040770911,0.010547295,926,0.87323,0.653,5.25095,0,0
3452,0.221367521,0.040980881,0.021317765,926,0.87345,0.653,5.2522,0,28333
3453,0.221367521,0.043920586,0.031575122,842,0.77855,0.608,4.71823,0,17845
3454,0.221367521,0.043920586,0.039494002,542,0.43553,0.443,2.7884,0,22142
3455,0.221367521,0.041365844,0.007199755,542,0.43485,0.442,2.78453,0,0
3456,0.221367521,0.036956293,0.051370872,542,0.43485,0.442,2.78453,0,5683
3457,0.221367521,0.03639635,0.063854812,542,0.43485,0.442,2.78453,0,201367
3458,0.221367521,0.074290528,0.024087214,661,0.40369,0.371,2.94274,0,3132
3459,0.221367521,0.074290528,0.060083253,685,0.39764,0.357,2.974,0,92828
3460,0.221367521,0.069678001,0.184703155,696,0.39468,0.35,2.98899,0,1429762
3461,0.221367521,0.069678001,0.080911949,696,0.39468,0.35,2.98899,0,60805
3462,0.221367521,0.043605617,0.021401732,696,0.39468,0.35,2.98899,0,16248
3463,0.221367521,0.043605617,0.030493858,694,0.3944,0.349,2.98062,0,15378
3464,0.295022624,0.041680813,0.05578027,669,0.40329,0.274,4.5712,0,75850
3465,0.334087481,0.041680813,0.045208048,697,0.41094,0.233,5.89311,0,27602
3466,0.334087481,0.042730705,0.048424693,677,0.34514,0.192,5.97241,0,47327
3467,0.334087481,0.061488823,0.122046026,628,0.18463,0.096,6.16501,0,250450
3468,0.334087481,0.060683906,0.075628141,615,0.14152,0.069,6.21639,0,83180
3469,0.334087481,0.043675612,0.041659026,674,0.35001,0.142,5.8893,0,78628
3470,0.334087481,0.048050173,0.057267659,847,0.96396,0.356,4.9221,0,52019
3471,0.334087481,0.048050173,0.028000827,848,0.96546,0.357,4.91943,0,14437
3472,0.333735546,0.067368234,0.066284416,789,0.96287,0.348,4.9458,0,149471
3473,0.333333333,0.063973571,0.165211685,711,1.17936,0.59,5.06834,0,495689
3474,0.334087481,0.065548415,0.041844366,754,1.43452,0.889,5.15184,0,181674
3475,0.333333333,0.065548415,0.218464162,693,1.53429,0.753,4.71165,0,1758632
3476,0.332629462,0.064918491,0.142779149,653,1.65774,0.68,4.54665,0,474356
3477,0.300351936,0.048190162,0.116108926,569,1.36859,0.557,3.73631,0,667094
3478,0.095324284,0.031531841,0.020277991,114,0.15933,0.189,0.81786,0,203734
3479,0.090598291,0.050254955,0.020191202,104,0.12791,0.179,0.73961,0,275835
3480,0.090598291,0.050254955,0.240569296,104,0.12786,0.179,0.73958,0,1391235
3481,0.102413273,0.04189079,0.036334629,99,0.09208,0.105,0.64421,0,265187
3482,0.115585721,0.020332963,0,97,0.06076,0.04,0.56166,0,0
3483,0.115585721,0.009239083,0,97,0.06076,0.04,0.56166,0,0
3484,0.115585721,0.043535636,0.024151851,97,0.06076,0.04,0.56166,0,3999
3485,0.115585721,0.056764303,0.042498407,97,0.06076,0.04,0.56166,0,24588
3486,0.115585721,0.056764303,0,97,0.06076,0.04,0.56166,0,0
3487,0.115585721,0,0.009513717,97,0.06076,0.04,0.56166,0,0
3488,0.115585721,0.065460925,0.015462951,97,0.06076,0.04,0.56166,0,8431
3489,0.115585721,0.012686226,0.033930079,341,0.07345,0.12,0.75118,0,37882
3490,0.115585721,0,0.011564243,552,0.08441,0.19,0.91493,0,0
3491,0.115585721,0,0,552,0.08441,0.19,0.91493,0,0
3492,0.115585721,0,0,552,0.08441,0.19,0.91493,0,0
3493,0.115585721,0.036781307,0.079672238,422,1.43433,0.083,4.92497,0,124892
3494,0.115585721,0.038986082,0.046564993,408,1.58184,0.071,5.36323,0,51024
3495,0.115585721,0.041078877,0.026101301,408,1.58184,0.071,5.36323,0,2300
3496,0.115585721,0.041306353,0.067274598,485,1.56015,0.118,5.17849,0,23170
3497,0.115585721,0.041995782,0.078176383,891,1.44854,0.36,4.22278,0,22393
3498,0.115585721,0.044400042,0.112622542,984,1.42285,0.415,4.00301,1,194978
3499,0.194167924,0.048102668,0.372330634,1035,1.15319,0.405,3.83002,0,3731897
3500,0.269331322,0.040599422,0.234597161,1911,0.51339,0.632,3.09851,0,1765733
3501,0.103821016,0.123485097,0.03148916,2870,0.59555,0.961,2.73588,0,586402
3502,0.090598291,0.123485097,0.037017462,2960,0.60314,0.992,2.70088,0,4961
3503,0.090598291,0.03536395,0.044183899,2960,0.60314,0.992,2.70088,0,6088
3504,0.090598291,0.039014084,0.18357483,2960,0.60314,0.992,2.70088,0,38583
3505,0.090598291,0.055154461,0.162153331,2339,0.64481,0.915,3.50812,0,52316
3506,0.090598291,0.038618624,0.080866328,921,0.97699,1.151,7.52238,0,20636
3507,0.090598291,0.090490406,0.510893329,933,0.98857,1.173,7.62103,0,3298702
3508,0.090598291,0.090490406,0.027933854,933,0.98857,1.173,7.62103,1,4727
3509,0.090598291,0.090490406,0.212041995,933,0.98857,1.173,7.62103,0,84121
3510,0.443237808,0.048179658,0.156587266,544,0.64387,0.485,5.23817,0,76587
3511,0.520713927,0.07978149,0.092171511,420,0.53195,0.331,4.67623,0,81870
3512,0.520713927,0.053152664,0.025789724,428,0.53606,0.432,4.99162,0,53138
3513,0.477425842,0.034583527,0.099991105,457,0.51883,0.341,4.61985,0,195640
3514,0.330065359,0.061187859,0.025711798,567,0.46571,0.16,3.76412,0,47218
3515,0.326897939,0.061187859,0.021525175,569,0.4642,0.15,3.72418,0,0
3516,0.326897939,0.03455203,0.057106942,569,0.4642,0.15,3.72418,0,412857
3517,0.326897939,0.03743924,0.112739613,569,0.4642,0.15,3.72418,0,825303
3518,0.230819507,0.042870694,0.222240219,637,0.78946,0.211,4.02002,0,1975392
3519,0.171493213,0.040322948,0.092735253,700,1.07266,0.246,4.27774,0,10181
3520,0.171493213,0.049845494,0.081898886,695,1.01774,0.243,4.12578,0,3688
3521,0.171493213,0.079169048,0.074898677,682,0.90559,0.238,3.81528,0,2828
3522,0.171493213,0.079169048,0.211641254,659,0.69308,0.227,3.22745,0,2759137
3523,0.171493213,0.045614417,0.08106969,643,0.54405,0.22,2.81468,0,35621
3524,0.171493213,0.036308853,0.042912763,643,0.54405,0.22,2.81468,0,5128
3525,0.171493213,0.040182962,0.064670518,663,0.576,0.22,2.86191,0,5227
3526,0.171493213,0.039784004,0,708,0.62555,0.225,2.96674,0,0
3527,0.171493213,0,0.06844013,819,0.36055,0.34,3.16032,0,321506
3528,0.171493213,0.07476999,0.112666166,687,0.49867,0.25,2.90006,0,246539
3529,0.171493213,0.07476999,0.029579815,637,0.47332,0.2,2.7525,0,16510
3530,0.171493213,0.04392059,0.032748069,656,0.32796,0.186,2.70765,0,20503
3531,0.171493213,0.043301152,0.00647825,607,0.11762,0.099,2.43842,0,0
3532,0.162644545,0.043301152,0,539,0.11837,0.087,2.15507,0,0
3533,0.143338361,0,0,393,0.12001,0.062,1.55173,0,0
3534,0.130065359,0,0,290,0.12109,0.043,1.12193,0,0
3535,0.126847662,0,0,268,0.12133,0.04,1.03134,0,0
3536,0.126847662,0,0,268,0.12133,0.04,1.03134,0,0
3537,0.127300151,0,0,269,0.12028,0.039,1.02802,0,0
3538,0.127652086,0,0,269,0.12033,0.039,1.02759,0,0
3539,0.126847662,0,0,268,0.12133,0.04,1.03134,0,0
3540,0.126847662,0,0.038809957,277,0.12732,0.041,1.04986,0,122424
3541,0.126847662,0.032564231,0.040731214,639,0.34838,0.077,1.7259,0,128023
3542,0.126847662,0.039094572,0.053937969,656,0.35956,0.078,1.76013,0,143494
3543,0.126847662,0.053653113,0.072355232,656,0.35956,0.078,1.76013,0,81541
3544,0.161236802,0.053653113,0.062848734,823,0.49864,0.157,2.35321,1,134926
3545,0.19753645,0.055766901,0.045535539,996,0.64286,0.238,2.96823,0,15626
3546,0.19753645,0.048547123,0.042058033,990,0.64021,0.237,2.95696,0,13827
3547,0.19753645,0.048547123,0.060523652,391,0.45404,0.236,2.84275,0,9866
3548,0.19753645,0.051969782,0.025181293,279,0.45016,0.263,3.17254,0,0
3549,0.19753645,0.051140367,0.050963106,273,0.35407,0.178,2.10738,0,22856
3550,0.19753645,0.051385338,0,277,0.3103,0.141,1.58062,0,0
3551,0.19753645,0.038468132,0.017028143,76,0.2511,0.201,1.29738,0,0
3552,0.19753645,0.037582723,0.04880414,38,0.20578,0.185,0.8403,0,10929
3553,0.196430367,0.03235425,0.190126658,187,0.38011,0.245,2.60618,0,909465
3554,0.093464052,0.134484498,0.080042707,102,0.1068,0.223,0.79475,0,62414
3555,0.09089995,0.049607522,0.123260192,99,0.09894,0.222,0.7385,0,220946
3556,0.09089995,0.053324143,0.091007031,108,0.0642,0.202,0.96463,1,259938
3557,0.09089995,0.053324143,0.057607631,101,0.09357,0.219,0.77337,0,173259
3558,0.09089995,0.030324451,0.019194854,101,0.09119,0.217,0.78858,0,78595
3559,0.09089995,0,0,99,0.09899,0.222,0.73835,0,0
3560,0.09089995,0,0,99,0.09899,0.222,0.73835,0,0
3561,0.09089995,0,0,99,0.09899,0.222,0.73835,0,0
3562,0.09089995,0,0,110,0.10205,0.218,0.77368,0,0
3563,0.09089995,0,0,408,0.18072,0.114,1.67719,0,0
3564,0.09089995,0.047815705,0,522,0.21075,0.073,2.02212,0,0
3565,0.09089995,0.056162354,0.040999808,585,0.22754,0.051,2.21518,0,63694
3566,0.09089995,0.056162354,0.022875291,584,0.22546,0.05,2.22223,0,114
3567,0.09089995,0.125486905,0.054548628,560,0.21494,0.057,2.171,0,130883
3568,0.09089995,0.124216536,0.022668059,595,0.23021,0.048,2.24575,0,4336
3569,0.087179487,0.048389639,0.03904265,516,0.19796,0.045,1.94628,0,1701
3570,0.066716943,0.02967352,0,66,0.01449,0.03,0.24338,0,0
3571,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3572,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3573,0.065359477,0.024679525,0,35,0.00196,0.029,0.12696,0,0
3574,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3575,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3576,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3577,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3578,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3579,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3580,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3581,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3582,0.065359477,0,0,35,0.00196,0.029,0.12696,0,0
3583,0.072750126,0.036973785,0.011963004,50,0.0071,0.047,0.17853,0,64676
3584,0.090497738,0.047553222,0.054368898,93,0.0217,0.1,0.32377,0,128312
3585,0.09089995,0.047553222,0.007414111,94,0.02184,0.101,0.32543,0,0
3586,0.09089995,0,0,94,0.02184,0.101,0.32543,0,0
3587,0.090849673,0,0,96,0.02256,0.103,0.33756,0,0
3588,0.087631976,0,0,231,0.05664,0.194,0.91044,0,0
3589,0.086425339,0,0,283,0.06964,0.228,1.12892,0,0
3590,0.077978884,0,0,219,0.05116,0.177,0.89805,0,0
3591,0.063348416,0,0,65,0.00811,0.058,0.30148,0,0
3592,0.060734037,0,0,48,0.00326,0.045,0.23395,0,0
3593,0.060734037,0,0,48,0.00326,0.045,0.23395,0,0
3594,0.060734037,0,0,48,0.00326,0.045,0.23395,0,0
3595,0.060734037,0,0,48,0.00326,0.045,0.23395,0,0
3596,0.060734037,0,0,48,0.00326,0.045,0.23395,0,0
3597,0.062242333,0,0,45,0.00419,0.049,0.25012,0,0
3598,0.062242333,0,0,47,0.00373,0.047,0.24195,0,0
3599,0.060734037,0,0,48,0.00326,0.045,0.23395,0,0
3600,0.061840121,0,0,44,0.00479,0.05,0.26128,0,0
3601,0.221367521,0.040770911,0,926,0.87345,0.653,5.2522,0,0
3602,0.221367521,0.040910886,0.0749152,772,0.85536,0.669,5.08868,0,126345
3603,0.221367521,0.04731525,0.063955756,447,0.63631,0.585,3.79638,0,125471
3604,0.221367521,0.053684609,0.027290786,542,0.43485,0.442,2.78453,0,10569
3605,0.221367521,0.042310751,0,542,0.43485,0.442,2.78453,0,0
3606,0.221367521,0.03506648,0.02956393,542,0.43485,0.442,2.78453,0,2900
3607,0.221367521,0.092145739,0.077596564,542,0.43485,0.442,2.78453,0,104894
3608,0.221367521,0.074290528,0.064804719,546,0.43352,0.439,2.79096,0,192772
3609,0.221367521,0.074290528,0.025867907,552,0.43226,0.437,2.79794,0,3230
3610,0.221367521,0.041050876,0.099971068,655,0.40506,0.373,2.93505,0,884846
3611,0.221367521,0.036361346,0.087264431,696,0.39468,0.35,2.98899,0,116372
3612,0.221367521,0.043605617,0.050461653,696,0.39468,0.35,2.98899,0,17668
3613,0.233836099,0.038181165,0.01916821,618,0.37866,0.327,2.47271,0,1080
3614,0.247913524,0,0,543,0.36323,0.305,2.00193,0,0
3615,0.285972851,0.039616034,0.033935543,588,0.30779,0.227,3.81908,0,46796
3616,0.330970337,0.042730705,0.035803361,619,0.17125,0.092,6.03538,0,62008
3617,0.334087481,0.033071681,0.021599875,615,0.14152,0.069,6.21639,0,3607
3618,0.334087481,0.060683906,0.050842486,615,0.14152,0.069,6.21639,0,5053
3619,0.334087481,0.058479137,0.037319768,615,0.14152,0.069,6.21639,0,59734
3620,0.334087481,0.038426139,0.028039229,742,0.59237,0.226,5.50706,0,37624
3621,0.333735546,0.048050173,0.095044671,831,0.94655,0.334,4.91923,0,51967
3622,0.33222725,0.067368234,0.078348453,652,0.73931,0.076,4.91768,0,52867
3623,0.33222725,0.063973571,0.034935549,640,0.75215,0.09,4.92785,0,126631
3624,0.33338361,0.062853684,0.091463151,776,1.35238,0.671,5.39196,1,947285
